ID	Title	Abstract
27	Patterns of copper bioaccumulation and translocation in grapevine grafts depending on rootstocks	The long-term use of copper (Cu) fungicides in viticulture in Europe has led to Cu accumulation in vineyard top soils. However, less is known about the accumulation of Cu in grapevine grafts after the callusing process/before planting in the nursery. This paper presents the capacity of 5BB and SO4 rootstocks to accumulate Cu, as well as the patterns of translocation in the grafts. After heat forcing (callusing), the grapevine grafts of Sauvignon Blanc on 5BB and SO4 rootstocks were grown in pots for six months in a glasshouse and exposed to various Cu formulations (Cu-oxychloride, Cu-gluconate) and concentrations in peat (50, 150, 500, and 1000 mg Cu of dry weight (DW)). In addition to monitoring the shoot growth dynamics and analyzing the copper content in graft organs, bioaccumulation (BAFs) and translocation factors (TFs) of Cu were calculated. The mean Cu concentrations were ranked as follows: roots (15-164) > rootstock trunks (8-38) > canes (5-21) mg kg<sup>-1</sup> DW. The Cu concentrations depended on the Cu formulation and concentration in the substrate. Higher Cu content was found in the roots of both rootstocks (5BB and SO4, 23-155 and 15-164 mg kg<sup>-1</sup> DW, respectively) and the lowest in the canes (less than 10 mg kg<sup>-1</sup> DW) of grafts grown in Cu-oxychloride-treated peat. Based on the BAFs and TFs, both rootstocks could be considered as Cu exclusive. A higher translocation rate was determined in systemic Cu-gluconate and SO4 rootstock. With shoot length measurements, the significant inhibitory effects of Cu on grapevine grafts growth could not be confirmed, despite the inhibitory effects that were clearly expressed in the first two months of growth. Soils containing more than 500 mg Cu/kg<sup>-1</sup> are less suitable for growing vine grafts.
28	Analysis regarding the organization, establishment, maintenance and harvesting of sea bunckthorn in plantation	Romania brings its contribution to the European Union through a valuable heritage, with numerous species of plants and animals, some endemic and relict, among them medicinal plants and those with high nutritional value. Romania's geographical position and climate have always offered special conditions for favourable for the culture of fruit trees and shrubs. Around towns, in familiar gardens, in small spaces around buildings, on walls and trellises, the cultivation of various species of trees and shrubs is a leisure occupation and a source of fruit supply. Fruit trees and shrubs in parks, around houses, on roads and alignments, in addition to aesthetics and fruit production, contribute to improving the climate, preventing and combating environmental pollution. Hippophae rhamnoides-Sea buckthorn is a shrub of particular importance, found both in spontaneous flora and in controlled cultures. In Romania, sea buckthorn grows spontaneously in the Subcarpathian area of Moldova and Muntenia. Depending on the place where it is planted, sea buckthorn can grow as a shrub or tree at a height of 1.5 m to 3.5 m, or even more. In arid areas it can become creeping, being an adaptation to environmental conditions. Sea buckthorn is used in food, medicine, animal feed and forestry. Used in agriculture, buckthorn has a very important role in increasing the winter resistance of bees. From a nutritional point of view, sea buckthorn has a high content of minerals, vitamins, oils, acids and unsaturated fats, present in the fruits and leaves. Sea buckthorn fruits have a high content of vitamin E, C and carotenoids with strong oxidative action, which slow down aging. Sea buckthorn oil relieves light medication, heals wounds and skin lesions, burns and speeds up the healing process Considering the special valences in maintaining health and treating some ailments, we must take care of this natural wealth of Romania - buckhorn, and we must not consider it inexhaustible, in order not to disappear especially from the spontaneous flora before our eyes.
29	Germination ecology and growth phenology of cowvine (Ipomoea lonchophylla) as influenced by environmental parameters	Cowvine (Ipomoea lonchophylla J.M. Black) is a native and widely spread summer broadleaf weed in Australia. It contains glycoresins, which are toxic to livestock. However, limited information is available on seed germination ecology and growth phenology of this species. A series of experiments were conducted to determine the response of I. lonchophylla to different environmental conditions. Results showed that the primary dormancy exhibited by I. lonchophylla is due to the physical impediment of the hard seed coat. The seed germination percentage was the highest at the constant temperature of 27 C and alternating temperatures of 35/25 C. Germination of I. lonchophylla was not stimulated by light, suggesting that this species is non-photoblastic. Ipomoea lonchophylla germination was intolerant of a medium to high level of salt stress, and germination was completely inhibited at 250 mM NaCl. The emergence of I. lonchophylla was not restricted by seeding depth up to 8 cm, but only 5% emergence was recorded when seeds were planted at a 16-cm depth. The germination percentage was also drastically reduced by 90% to 100% after exposure to either 3 mo in silage, 48-h digestion in steers, or silage plus digestion treatments. The growth and reproductive phenology of I. lonchophylla was affected by emergence time. Plants that emerged in late spring (November 15) were able to produce more berries per plant than those that emerged in midsummer (January 15) in southern New South Wales. Information gained in our study concerning high soil salinity, ensiling, and digestion will help to develop more sustainable and effective integrated weed management strategies for controlling and reducing the spread of this weed.
30	No evidence for seed transmission of tomato yellow leaf curl Sardinia virus in tomato	Seed transmission is an important factor in the epidemiology of plant pathogens. Geminiviruses are serious pests spread in tropical and subtropical regions. They are transmitted by hemipteran insects, but a few cases of transmission through seeds were recently reported. Here, we investigated the tomato seed transmissibility of the begomovirus tomato yellow leaf curl Sardinia virus (TYLCSV), one of the agents inducing the tomato yellow leaf curl disease, heavily affecting tomato crops in the Mediterranean area. None of the 180 seedlings originating from TYLCSV-infected plants showed any phenotypic alteration typical of virus infection. Moreover, whole viral genomic molecules could not be detected in their cotyledons and true leaves, neither by membrane hybridization nor by rolling-circle amplification followed by PCR, indicating that TYLCSV is not a seed-transmissible pathogen for tomato. Examining the localization of TYLCSV DNA in progenitor plants, we detected the virus genome by PCR in all vegetative and reproductive tissues, but viral genomic and replicative forms were found only in leaves, flowers and fruit flesh, not in seeds and embryos. Closer investigations allowed us to discover for the first time that these embryos were superficially contaminated by TYLCSV DNA but whole genomic molecules were not detectable. Therefore, the inability of TYLCSV genomic molecules to colonize tomato embryos during infection justifies the lack of seed transmissibility observed in this host.
31	Improving field establishment and yield in seed propagated Miscanthus through manipulating plug size, sowing date and seedling age	Biomass crops provide significant potential to substitute for fossil fuels and mitigate against climate change. It is widely acknowledged that significant scale up of biomass crops is required to help reach net zero targets. Miscanthus is a leading biomass crop embodying many characteristics that make it a highly sustainable source of biomass but planted area remains low. Miscanthus is commonly propagated via rhizome, but efficient alternatives may increase uptake and help diversify the cultivated crop. Using seed-propagate plug plants of Miscanthus has several potential benefits such as improving propagation rates and scale up of plantations. Plugs also provide an opportunity to vary the time and conditions under protected growth, to achieve optimal plantlets before planting. We varied combinations of glasshouse growth period and field planting dates under UK temperate conditions, which demonstrated the special importance of planting date on yield, stem number and establishment rates of Miscanthus. We also propagated Miscanthus in four different commercial plug designs that contained different volumes of substrate, the resulting seedlings were planted at three different dates into field trials. In the glasshouse, plug design had significant effects on above and belowground biomass accumulation and at a later time point belowground growth was restricted in some plug designs. After subsequent growth in the field, plug design and planting date had a significant effect on yield. The effects of plug design on yield were no longer significant after a second growth season but planting date continued to have a significant effect. After the second growth year, it was found that planting date had a significant effect on surviving plants, with the mid-season planting producing higher survival rates over all plug types. Establishment was positively correlated with DM biomass produced in the first growth season. Sowing date had a significant effect on establishment but the impacts of plug design were more nuanced and were significant at later planting dates. We discuss the potential to use the flexibility afforded by seed propagation of plug plants to deliver significant impacts in achieving high yield and establishment of biomass crops during the critical first two years of growth.
32	Experimental thermocline deepening highlights the resilience of the seagrass Posidonia oceanica: an opportunity to investigate shoot adaptability	The deepening of the thermocline, correlated to the rising temperature, can contribute affecting seagrass performance in a changing climate scenario. Here, the effect of the thermocline deepening on the seagrass Posidonia oceanica has been investigated in Cyprus through a manipulative experiment that allowed also testing the effects of the irradiance, origin depth and translocation. P. oceanica shoots were collected from 31 m of depth and transplanted at 12 m under a shading net, simulating the 31 m light conditions. Morphology (i.e. leaf area, leaf necrosis, number of leaves) and physiology (i.e. growth rate) were evaluated. Thermocline and origin depth effects were found with an increase of leaf necrosis, while a translocation effect was highlighted by a decrease in leaf area. No differences in shoot growth rate due to treatments were found. This experiment indicated an overall wide morphological and physiological acclimation of P. oceanica cuttings in coping with future thermocline conditions and it indirectly provides information for restoration efforts.
33	Multispecies crop mixtures increase insect biodiversity in an intercropping experiment	Recent biodiversity declines require action across sectors such as agriculture. The situation is particularly acute for arthropods, a species-rich taxon providing important ecosystem services. To counteract the negative consequences of agricultural intensification, creating a less hostile agricultural 'matrix' through growing crop mixtures can reduce harm for arthropods without yield losses. While grassland biodiversity experiments showed positive plant biodiversity effects on arthropods, experiments manipulating crop diversity and agrochemical input used to study arthropods are lacking. Here, we experimentally manipulated crop diversity (1-3 species, fallows), crop species (wheat, faba bean, linseed and oilseed rape) and agrochemical input (high vs. low) and studied responses of arthropod biodiversity. We tested whether arthropod responses were affected by crop diversity, mixtures and management. Additionally, we measured crop biomass. Crop biomass increased with crop diversity under high-input management, while under low management intensity, biomass was highest in two-species mixtures. Increasing crop diversity positively affected arthropod abundance and diversity, under both low- and high-input management. Crop mixtures containing faba bean, linseed or oilseed rape had particularly high arthropod diversity. Mass-flowering crops attracted more arthropods than legumes or cereals. Integrating intercropping into agricultural systems could increase flower visits by insects up to 1.5 million per hectare, thus likely also supporting pollination and pest-control ecosystem services. Flower visitor network complexity increased in mixtures containing linseed and faba bean and under low-input management. Intercropping can counteract insect declines in farmland by creating beneficial matrix habitat without compromising crop yield.
34	Microbiological indication of soils in forest plantations of the Shirinskaya steppe	To control soil degradation and desertification, sustainable long-term protective forest plantations that perform water and soil protection functions are commonly used on the erosion-prone lands of steppe ecosystems. In the Shirinskaya dry lake-basin steppe (Khakassia) in the coastal zone of Lake Shira, the staff of the Sukachev Institute of Forest, Siberian Branch, Russian Academy of Sciences, has created artificial plantings of forest cultures (Pinus sylvestris L., Larix sibirica L., and Ulmus humilis L.) and provenance trials (P. sibirica Du Tour and P. sylvestris). A wildfire damaged the coastal 40-year-old forest cultures in 2015; the surface soil layer was burnt out. Agrotechnical soil cultivation for planting provenance trials (2017) and wildfire in forest cultures affected the state of soil microbiomes. The aim of the research is to assess the rate of recovery and formation of biological soil properties in forest plantations after disturbances (wildfire and agrotechnical influences) in the coastal dry-steppe zone of Lake Shira using microbiological indicators. The research objects are the Burnt Areas (postfire and postconflagration areas) and Provenance Trial Plantation sites. The use of microbial indicators shows that the soil microbiomes on the burnt sites are restored with different intensities. The recovery of soil microbiomes on the postfire sites is much faster than in the postconflagration sites, as is evidenced by the high values of the total number of microorganisms (TNM), microbial biomass (MB), enzymatic activity (EA), and humification coefficient (C<sub>h</sub>), which are close to the control values. Specific microbial respiration (qCO<sub>2</sub>) is within the range of natural variability. The burnt soil is characterized by an increased proportion of hydrolytic microorganisms actively participating in the decomposition of half-burnt plant residues. On the provenance trial sites under the pine seedlings, specific rhizosphere microbiomes are forming due to the influence of the root exudates of climatypes. The values of TNM, ETGM, MB, EA, and qCO<sub>2</sub> change either upwards or downwards; the state of microbial communities has not reached its ecophysiological norm.
35	Functional analysis of the P-type ATPases Apt2-4 from Cryptococcus neoformans by heterologous expression in Saccharomyces cerevisiae	Lipid flippases of the P4-ATPase family actively transport phospholipids across cell membranes, an activity essential for key cellular processes such as vesicle budding and membrane trafficking. Members of this transporter family have also been implicated in the development of drug resistance in fungi. The encapsulated fungal pathogen Cryptococcus neoformans contains four P4-ATPases, among which Apt2-4p are poorly characterized. Using heterologous expression in the flippase-deficient S. cerevisiae strain dnf1dnf2drs2, we tested their lipid flippase activity in comparison to Apt1p using complementation tests and fluorescent lipid uptake assays. Apt2p and Apt3p required the co-expression of the C. neoformans Cdc50 protein for activity. Apt2p/Cdc50p displayed a narrow substrate specificity, limited to phosphatidylethanolamine and -choline. Despite its inability to transport fluorescent lipids, the Apt3p/Cdc50p complex still rescued the cold-sensitive phenotype of dnf1dnf2drs2, suggesting a functional role for the flippase in the secretory pathway. Apt4p, the closest homolog to Saccharomyces Neo1p, which does not require a Cdc50 protein, was unable to complement several flippase-deficient mutant phenotypes, neither in the presence nor absence of a beta-subunit. These results identify C. neoformans Cdc50 as an essential subunit for Apt1-3p and provide a first insight into the molecular mechanisms underlying their physiological functions.
36	Formation of seed potato yield depending on the elements of cultivation technology	It is possible to realise the maximum genetic potential of modern potato varieties by improving the elements of agricultural technology, in particular, optimising plant nutrition, which determines the relevance of this study. The purpose of the study was to substantiate the specific features of potato productivity formation depending on the elements of growing technology in Forest-Steppe conditions. Field studies were conducted during 2019-2021 on chernozem soils. The features of growth and development of potato varieties of various ripeness groups Laperla, Granada, and Memphis in Forest-Steppe conditions are examined. It is established that the yield of potato seed tubers of the varieties under study varies depending on the dose and method of fertilisation, the fraction of planting tubers, and varietal characteristics. The highest indicators of individual productivity of potato plants of the Laperla, Granada, and Memphis varieties were formed when locally applied in rows N45R45K45 against the background of semi-rotted manure, phosphorus-potassium fertiliser, and the use of seed tubers with a fraction of >60 mm. As a result of the action of the factors under study, the number of stems in the bush and under it increased. A strong direct correlation was established between the number of stems in the bush and the number of tubers (r=0.78), with a coefficient of determination of 61.0%. The maximum yield of potato tubers of the examined potato varieties (29.7-41.1 t/ha) was obtained by local application of N45R45K45 against the background of semi-rotted manure and phosphorus-potassium fertiliser, depending on the size of seed tubers by the largest transverse diameter. It was identified that the use of tubers with a fraction of >60 mm for planting the potato varieties under study is irrational since the consumption of seed material exceeds the yield growth indicators. It was determined that Laperla, Granada, and Memphis tubers with a fraction of 28-60 mm are optimal for planting potato varieties of different ripeness groups. The research results can be used to adjust the elements of agricultural technology of seed potatoes, obtain high-quality planting material, and conduct profitable agribusiness.
37	Low-density polyethylene film biodegradation potential by fungal species from Thailand	Accumulated plastic waste in the environment is a serious problem that poses an ecological threat. Plastic waste has been reduced by initiating and applying different alternative methods from several perspectives, including fungal treatment. Biodegradation of 30 fungi from Thailand were screened in mineral salt medium agar containing low-density polyethylene (LDPE) films. Diaporthe italiana, Thyrostroma jaczewskii, Collectotrichum fructicola, and Stagonosporopsis citrulli were found to grow significantly by culturing with LDPE film as the only sole carbon source compared to those obtained from Aspergillus niger. These fungi were further cultured in mineral salt medium broth containing LDPE film as the sole carbon source for 90 days. The biodegradation ability of these fungi was evaluated from the amount of CO<sub>2</sub> and enzyme production. Different amounts of CO<sub>2</sub> were released from D. italiana, T. jaczewskii, C. fructicola, S. citrulli, and A. niger culturing with LDPE film, ranging from 0.45 to 1.45, 0.36 to 1.22, 0.45 to 1.45, 0.33 to 1.26, and 0.37 to 1.27 g/L, respectively. These fungi were able to secrete a large amount of laccase enzyme compared to manganese peroxidase, and lignin peroxidase enzymes detected under the same conditions. The degradation of LDPE films by culturing with these fungi was further determined. LDPE films cultured with D. italiana, T. jaczewskii, C. fructicola, S. citrulli, and A. niger showed weight loss of 43.90%, 46.34%, 48.78%, 45.12%, and 28.78%, respectively. The tensile strength of LDPE films cultured with D. italiana, T. jaczewskii, C. fructicola, S. citrulli, and A. niger also reduced significantly by 1.56, 1.78, 0.43, 1.86, and 3.34 MPa, respectively. The results from Fourier transform infrared spectroscopy (FTIR) reveal an increasing carbonyl index in LDPE films culturing with these fungi, especially C. fructicola. Analysis of LDPE films using scanning electron microscopy (SEM) confirmed the biodegradation by the presence of morphological changes such as cracks, scions, and holes on the surface of the film. The volatile organic compounds (VOCs) emitted from LDPE films cultured with these fungi were analyzed by gas chromatography-mass spectrometry (GC-MS). VOCs such as 1,3-dimethoxy-benzene, 1,3-dimethoxy-5-(1-methylethyl)-benzene, and 1,1-dimethoxy-decane were detected among these fungi. Overall, these fungi have the ability to break down and consume the LDPE film. The fungus C. fructicola is a promising resource for the biodegradation of LDPE which may be further applied in plastic degradation systems based on fungi.
38	Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana	Hunting impacts tropical vertebrate populations, causing declines of species that function as seed dispersers and predators, or that browse seedlings and saplings. Whether and how the resulting reductions in seed dispersal, seed predation, and browsing translate to changes in the tree composition is poorly understood. Here, we assess the effect of defaunation on the functional composition of communities of tree recruits in tropical rainforests in French Guiana. We selected eight sites along a gradient of defaunation, caused by differences in hunting pressure, in otherwise intact old-growth forests in French Guiana. We measured shifts in functional composition by comparing leaf and fruit traits and wood density between tree recruits (up to 5 cm diameter at breast height) and adults, and tested whether and how these compositional shifts related to defaunation. We found a positive relationship with defaunation for shifts in specific leaf area, a negative relationship for shifts of leaf toughness and wood density, and a weak relationship for shifts in fruit traits. Our results suggest that the loss of vertebrates affects ecological processes such as seed dispersal and browsing, of which browsing remains understudied. Even though these changes sometimes seem minor, together they result in major shifts in forest composition. These changes have long-term ramifications that may alter forest dynamics for generations.
39	Adding fish waste to the diet of Iceland scallop Chlamys islandica: effects on feeding and reproductive ability	Organic enrichment from fish farming may impact benthic species and habitats in adjacent areas. Norwegian salmon farming is continuously growing, but, due to area conflicts and severe sea-lice problems in the western areas, growth of the industry is focused in the northern areas. Knowledge is scarce on how an increase in fish farming will impact Arctic and subarctic species and habitats. One such species is the Iceland scallop Chlamys islandica, distributed from the Lofoten Islands in Nordland County to the Varangerfjord in Troms and Finnmark County. To study the impact of fine-particle fish faeces on feeding and reproductive ability in adult Iceland scallop, particles < 41 m of finfish waste were added to the diet. Effects were tested via shortterm (weeks) feeding studies using 2 diets, 100% cultured algal species and a 50% mix of algae and fish waste. In addition, a 100% fish waste diet was used to study longer-term effects on reproductive ability (months). Feeding (% particle clearance and feeding rate) on the microalgae diet tended to be higher than that on the diet containing fish waste, but the difference was significant only in 2 out of 4 cases. We did not find any effect of diets on reproductive ability (gonad development and fatty acid profiles) of scallops. Lack of knowledge on sufficient food levels for gonad maturation in this species may have affected the results. We suggest that future work includes the transplant of scallops from a reference site to fish production sites and that investigations begin immediately after spawning early in scallop gonad development.
40	Chemical composition of tissues of Syringa vulgaris L. and soil features in abandoned cemeteries	Abandoned anthropogenic sites are transformed when they come into use. In the present study, such objects were abandoned Evangelical cemeteries located in the Land of the Great Mazurian Lakes (northern Poland). This study aims to compare the concentrations of selected major (Ca, Na, Mg, Al, Fe) and potentially toxic elements (Zn, Cd, Pb) in the roots, leaves, and branches of Syringa vulgaris and buried necrosols and unburied soils in which this species grows. The soils analysed differ in their profile structure; in the case of burial necrosols, anthropogenic layers are present, while Brunic Arenosol has a natural horizon arrangement. Regarding pH, the soils analysed are characterised in the weakly acidic (6.6-6.8) to alkaline (7.2-8.6) range, both in KCl and H<sub>2</sub>O. Total phosphorus has high values in the humus and anthropogenic horizons, especially at coffin sites (Rudowka Mala: layer of Ccoffin - 759 mg.kg<sup>-1</sup>; Szymonka - 844 mg.kg<sup>-1</sup>). Necrosols are characterised by a slightly higher variation in major element content than soils outside the burial area. The highest elemental content in Syringa vulgaris is accumulated in leaves and roots. Potassium (K) has the highest content in the studied tissues, and cadmium (Cd) is the lowest. The study showed no significant differences in heavy metal accumulation for plants directly associated with necrosols and soils formed outside of burials, which is confirmed by analyses of environmental indicators. The study showed that plant chemistry is more influenced by the soil substrate and soil-forming process than the soil anthropogenisation associated with burials. There was no significant effect of burials on the chemical composition of individual parts of Syringa vulgaris.
41	Application of real-time PCR for the detection and quantification of oomycetes in ornamental nursery stock	Numerous Phytophthora and Pythium disease outbreaks have occurred in Europe following inadvertent introduction of contaminated ornamental plants. Detection and identification of pathogens are crucial to reduce risks and improve plant biosecurity in Europe and globally. Oomycete diversity present in roots and compost was determined in 99 hardy woody plants bought from nurseries, retailers and internet sellers, using both isolations and molecular analyses. Oomycete DNA was quantified using real-time PCR of environmental DNA from the plants using three loci: ITS, trnM-trnP-trnM and atp9-nad9. At least one oomycete species was isolated from 89.9% of plants using classical techniques. In total, 10 Phytophthora spp., 17 Pythium spp. and 5 Phytopythium spp. were isolated. Oomycetes were isolated from 86% of asymptomatic plants, but real-time PCR demonstrated that oomycetes were associated with all plants tested. More oomycete DNA occurred in composts in comparison with roots and filters from baiting water (a mean of 7.91 ng g<sup>-1</sup>, 6.55 x 10<sup>-1</sup> ng g<sup>-1</sup> and 5.62 x 10<sup>-1</sup> ng g<sup>-1</sup> of oomycete DNA detected in compost with ITS, trnM and atp9 probes, respectively); the ITS probe detected the highest quantities of oomycete DNA. No significant differences were found in quantities of oomycete DNA detected using real-time PCR in plants purchased online or from traditional retailers.
42	Changes to volatile profiles of arborvitae, Thuja occidentalis, from drought and insect infestation: olfactory cues for the cypress bark beetle, Phloeosinus aubei	The cypress bark beetle, Phloeosinus aubei (Coleoptera, Curculionidae, Scolytinae) prefers to build breeding galleries in decaying host trees. However, volatile cues specific to decaying or actively infested trees have not yet been reported. Any such information would be useful for the management of this invasive, wood-boring species that has become established across Europe in the temperate zone and is now a key pest of ornamental Cupressaceae in nurseries and urban landscapes. Our objective was to reveal key components in host volatiles specific to stressed trees, which could be potential signals for the pest of its suitability for colonisation. Volatile profiles of arborvitae, Thuja occidentalis 'Smaragd' suffering from either dehydration or fresh infestation of P. aubei was collected and compared to that samples from healthy control trees. Analyses of volatiles by gas chromatography coupled to an electroantennographic detector revealed substantial differences between healthy, dehydrated and infested trees. Structural elucidation of the major antennally active components revealed that both a-pinene and a-thujene were prevalent in the volatiles of infested trees, whilst a-thujone was the major component in volatiles of healthy trees. In volatiles collected from trunks housing fresh P. aubei female nuptial chambers, sharp increases of beta-pinene, myrcene, limonene, and p-cymene were noticed, alongside trace amounts of camphene and fenchene. Volatiles collected from fresh frass showed a similar profile, but with a somewhat smaller amount of limonene. Fenchone was present in each type of volatiles, however, only in low amounts. Further studies should be directed to reveal the behavioural role of these components, which could be helpful in developing kairomone-based techniques for monitoring the flight of the pest in stands of scale-leafed trees.
43	Morpho-physiological effects of irrigation with saline water in Ex vitro plants of Juglans regia 'Sorrento'	Soil salinization is a global problem limiting growth and economical yield in fruit species including walnut. Knowledge of the response of varieties and cultivars to salinity can represent an important contribution to future walnut plantation in areas affected by soil salinization. Juglans regia 'Sorrento' is a commercially important Italian variety. The present work aimed to explore the morpho-physiological response to NaCl-induced stress in 'Sorrento' plants using clonally propagated ex vitro plantlets to reduce the impact of genetic variation. Ex vitro acclimatized plants were exposed to salinity conditions by irrigating pot soil with half-strength Hoagland solution containing 100 mM NaCl for 20 days. Salt-induced effects on plant growth, chlorophyll and carotenoid content, osmolality, membrane injury and on activities of antioxidant enzymes catalase and guaiacol peroxidase (G-POD) in leaves were evaluated. Morphological and growth parameters were not significantly altered by salt stress with respect to the control. Slight differences in leaf necrosis and absence of injury in the membranes, stable content of photosynthetic pigments, and an increase in G-POD activity were also found in salt-treated plants. These results collectively suggest that 'Sorrento' has potential for the cultivation in salinized environments.
44	Masting increases seedling recruitment near and far: predator satiation and improved dispersal in a fleshy-fruited tree	The animal dispersal hypothesis predicts that mast seeding can increase dispersal rate of seeds by dispersers and enhance reproductive success of plants. However, in contrast to pollination efficiency and predator satiation hypothesis, the animal dispersal hypothesis has received mixed support. Using 12-year data on fruit production and seedling recruitment of a fleshy-fruited tree rowan (Sorbus aucuparia, Rosaceae), we tested if an increase in the fruit production at the population level results in higher proportion of fruits recruiting into seedlings. Recruitment was recorded near (under rowans) and far (under heterospecifics) from conspecifics. Higher recruitment rates under rowans would support predator satiation hypothesis. Higher recruitment rates under heterospecific trees, where fruits can only arrive with animal assistance, would support animal dispersal hypothesis. High population-level fruit production increased the proportion of fruits recruiting into seedlings both near and far from rowans. In contrast, high individual-level fruit production did not have a positive effect on the proportion of fruits recruiting into seedlings. Synthesis. Population-level synchronisation of fruit production is required to generate a more effective plant regeneration. Our findings show that masting enhances seedling recruitment through predator satiation and increased seed dispersal by frugivores. The results provide support for both animal dispersal and predator satiation hypotheses indicating that both mechanisms can operate simultaneously.
45	Bryophytes of Europe Traits (BET) data set: a fundamental tool for ecological studies	Bryophytes are a diverse group of organisms with unique properties, yet they are severely underrepresented in plant trait databases. Building on the recently published European Red List of bryophytes and previous trait compilations, we present the Bryophytes of Europe Traits (BET) data set, including biological traits such as those related to life history, growth habit, sexual and vegetative reproduction; ecological traits such as indicator values, substrate and habitat; and bioclimatic variables based on the species' European range. The data set includes values for 65 traits and 25 bioclimatic variables, containing more than 135,000 trait values with a completeness of 82.7% on average. The data set will enable future studies in bryophyte biology, ecology and conservation, and may help to answer fundamental questions in bryology.
46	Compatibility of interspecific hybridization between tulip cultivars and wild species native to China	Interspecific hybridization is an important means of breeding new cultivars with novel characteristics introduced from their parents. The interspecific hybridization was carried out between five tulip cultivars 'Heart of Poland', 'Golden Parade', 'Purple Dream', 'Crystal Star', 'Bolroyal Dream' and wild specie Tulipa altaica. In five combinations, the compatibility was observed including pollen germinability, stigma receptivity, fruit-setting, hybrid seed germination and bulblet formation in this paper. The results showed that T. altaica has the highest germination rate (69.58%) compared with any other parents. The highest stigmatic receptivity of five female cultivars was recorded on 10:00 am one day after flowering. The crosses of 'Heart of Poland' x T. altaica and 'Bolroyal Dream' x T. altaica displayed a higher percentage of fruit setting with 79.32 and 82.23%, respectively. A total of 698 hybrid seeds were obtained from interspecific hybridization combinations, including 'Heart of Poland' x T. altaica, 'Purple dream' x T. altaica and 'Bolroyal Dream' x T. altaica. In contrast, other two crosses were completely unsuccessful when 'Golden Parade' and 'Crystal Star' were used as female parents. The higher rates of seed germination and bulblet formation were recorded in two crosses with 63.45 and 55.63% in 'Heart of Poland' x T. altaica, 58.35 and 61.88% in 'Bolroyal Dream' x T. altaica. The results of this paper could provide some useful information about the interspecific cross between T. altaica and tulip cultivars.
47	Effects of species and varietal differences on intergeneric cross-compatibility between apple and pear	Hybridization across species and genus has been utilized to improve agriculturally important traits in crops. These interspecific and intergeneric hybridizations are often inhibited by reproductive barriers at the prezygotic and postzygotic stages. In this study, we used intergeneric hybridization between apple and pear to investigate the effects of species and varietal differences on pollen tube growth, seed germination, and seedling survival in a wide range of germplasms . In apple pistils pollinated by pears, inferior pollen tube growth was often observed for European pear cultivars, whereas hybrid seedlings derived from a cross between apple and European pear showed higher survival rate. In contrast, Japanese pear and Chinese pear pollination resulted in higher fruit setting which likely resulted from a higher rate of compatible pistils but a lower rate of seedling survival. Our results suggest the presence of both prezygotic and postzygotic barriers that occur independently in different crossing combinations. We also developed a Cleaved Amplified Polymorphic Sequence marker for detecting intergeneric hybrids derived from a wide range of crosses between apples and pears. The results of the present study will help in the development of intergeneric hybrids between apple and pear for introducing valuable traits from a diverse gene pool.
48	Investigating the effects of fish effluents as organic fertilisers on onion (Allium cepa) yield, soil nutrients, and soil microbiome	Although waste waters from aquaculture farms, known as fish effluents, have been shown to be a viable source of nutrients for crop production, their use is not permitted in organic production under the current European regulatory framework, Council Regulation (EU) 2018/848. In contrast, the use of livestock manure as fertiliser is allowed and indeed encouraged. In this work we tested the effects of two types of fish effluents - filtered and unfiltered fish waters - from an aquaponic system on the yield of onions (Allium cepa) and the soil nutrients and microbiome, compared with a fertilisation regime using composted horse manure. Soil fertility was enhanced by the addition of fish effluents, in particular in the soil treated with unfiltered fish water or sludge, which resulted in the soil with the highest nitrate content. Fertilisation with fish water and aerobically treated fish sludge resulted in higher yields than the manure, performing the best in all growth and yield measurements. The bulb weight and bulb diameter in the onions fertilised with manure were 102.43 g +or- 7.26 and 61 mm +or- 2.05 respectively, the ones fertilised with filtered fish effluents were 126 g +or- 6.64 and 66.52 mm +or- 2.17, and the ones fertilised with filtered (fish water) and unfiltered (sludge) fish effluents were 133.32 g +or- 6.86 and 67.66 mm +or- 1.81. The horse manure significantly affected the microbial community structure of the soil, resulting in a higher species diversity compared with the fish effluents, with the most predominant genus types being Flavobacterium, Pseudarthrobacter, Sphingomonas, Massilia, Nitrososphaera, Pseudomonas and Nocardioides. However, the microbial activity in the soil with fish effluents was also significant, which indicates that the soil treated in this way can be considered a 'living soil', as required for organic certification in the EU. Overall, the results confirm the findings of previous studies on the effectiveness of fish effluents as fertilisers, and highlight the superior performance of fish effluents compared with a livestock manure, thus directly questioning the prohibition on using fish effluents in organic agriculture.
