ID	Title	Abstract
26	Control of Phytonemus pallidus (Acari: Tarsonemidae) from strawberry transplants using controlled atmosphere temperature treatment	Since it inhabits young leaves and buds of strawberry (Fragaria x ananassa Duchesne) crowns, cyclamen mite (Phytonemus pallidus Banks) is a difficult pest to control with biological or chemical means once it is present in a field. Controlled atmosphere temperature treatment (CATT) is a successful technique that has been commercially used in the Netherlands for nearly 2 decades to disinfect strawberry nursery stock, including elimination of cyclamen mite. During CATT, plants are treated at 35 degrees C, 50% CO2, and 10% O2 under high relative humidity for 48 h. The objective of this study was to test CATT against P. pallidus in North America at a scale that can be easily used on-farms by strawberry growers. Two greenhouse experiments were conducted where infested trayplants were treated with CATT or the acaricide abamectin, and P. pallidus number were compared to control plants. Plants were destructively sampled after 4 weeks, and CATT reduced mobile forms of P. pallidus by 99.9% in both experiments. Abamectin used in the first experiment had an efficacy of 95.5%. Our findings suggest that CATT is effective at nearly eliminating P. pallidus from strawberry planting material, and its application could reduce risks of field infestations and the need for multiple acaricide applications. While our results are encouraging, additional research is needed to assess the effects of CATT on strawberry plant survival, growth, and fruit production.
27	Bumblebees sense rootstock-mediated nutrition and fertilization regime in tomato. (Special Issue: Beneficial elements in plants: developing resilience under stressful environments.)	Aims: Since producing more with less is required for increasing agricultural sustainability and reducing its environmental impact, breeding varieties with increased yield stability under reduced fertilizer application is an important goal, particularly in high valued horticultural crops such as tomato (Solanum lycopersicum L.). However, because of the difficulties to conciliate yield and fertilizer use efficiency through breeding, the graft-compatible genetic biodiversity existing in horticultural species offers the possibility to directly approach this objective in high-yielding elite varieties through improving nutrient capture and promoting ecosystem services such as insect pollination. We hypothesized that rootstocks affect pollinator foraging decisions through the nutritional status that impacts yield.
28	Green compost amendment improves potato plant performance on Mars regolith simulant as substrate for cultivation in space. (Special Issue: Beneficial elements in plants: developing resilience under stressful environments.)	Background and aims: Higher plants represent an optimal tool to regenerate resources while producing food in Space. However, the configuration of fertile cultivation substrates based on extraterrestrial resources is still a challenge. We evaluated the adaptability of potato (Solanum tuberosum L., cv. 'Colomba') to the growth on six substrates: the MMS-1 Mars regolith simulant, alone (R100) and in mixture with 30% in vol. of green compost (R70C30), a fluvial sand, alone or mixed with 30% of compost (S100 and S70C30), a red soil from Sicily (RS), and a volcanic soil from Campania (VS).
29	Litter leachate as a potential selector of woody species germination at alpine treeline	The advancement of upper forest limits is driven by environmental conditions, but our current understanding overlooks the attributes of habitats and germination ability of woody species. Habitats, through plant litter, impact the competitive relation of germination and seedling growth. The aims of this study were to identify the selective effect of six litter leachates on the germination of indigenous Norway spruce (Picea abies) and nonindigenous dwarf pine (Pinus mugo) and compare the germination rates of the species. We collected plant litter and seeds from the (sub)alpine belt of the Hruby Jesenik Mts. (the Eastern Sudetes Mts.; the Czech Republic). We evaluated the effect of plant litter leachates from alpine heathlands, wind-swept alpine grasslands, subalpine tall-herb plants, Pinus mugo scrub, subalpine Vaccinium vegetation, and Norway spruce clonal groups on germination process under standard light and temperature conditions. The germination of Norway spruce was inhibited by the litter leachate from subalpine tall-herb vegetation mainly dominated by Calamagrostis villosa, whereas that of dwarf pine was not. The other five litter leachates had no significant effect on the both. Under standard conditions, the germination time of dwarf pine is on average one day faster. These results suggest that most of the litter leachates examined may have small impacts on the germinability and germination time of Norway spruce and dwarf pine, but litter from the subalpine tall-herb vegetation can act as a filter that influences the seedling composition of the woody species.
30	Perfect poopers; passerine birds facilitate sexual reproduction in clonal keystone plants of the boreal forest through directed endozoochory towards dead wood	Berry-producing Vaccinium shrubs are keystone species in boreal forest ecosystems and their berries provide an essential food source for many vertebrates. In Fennoscandia, both the abundance and cover of Vaccinium have decreased in forests, with intensive forestry practice as a main driver. Vaccinium seedling recruitment is constricted to recruitment windows of opportunity and appears to be infrequent, mainly due to seed dispersal limitation. Passerine birds are key players in seed dispersal, which can be directed towards perching points such as coarse woody debris.In this study, we investigated the potential for directed endozoochory by passerine birds towards cut stumps and if such stumps were viable recruitment windows for Vaccinium species, in an intensively managed boreal forest landscape of central Norway. We surveyed stump and paired forest floor microsites for passerine scat (i.e. potential seed rain) and Vaccinium seedlings. We collected passerine scat and conducted germination experiments to assess if they contained viable seed. We tested the microsite effect (i.e. forest floor/stump) on scat deposition and seedling establishment and then used modified ensemble classifiers to identify important environmental factors affecting scat deposition and seedling establishment patterns.We found that passerine scat was disproportionally deposited on stumps, and that the vast majority of scat contained viable Vaccinium seed. Stumps were also suitable recruitment windows for Vaccinium species, as a higher probability of seedling establishment occurred at stumps compared with the forest floor. However, scat deposition and seedling establishment at stumps were rather contextual and determined by environmental variables. The probability of scat deposition increased with higher complexity of the vertical forest structure and lower canopy cover, whereas seedling establishment required bryophyte cover and larger stumps, or alternatively smaller stumps with competition-free spaces. Our results highlight a pathway to successful sexual reproduction for Vaccinium species in managed forests: passerine birds direct endozoochorous seed dispersal towards tree stumps, which can offer suitable conditions for seedling establishment. However, the spatiotemporal variability both in forest stand structure and in stump conditions have a strong influence on the success of sexual recruitment via this pathway.
31	Insect pests in hemp	Industrial hemp plants have many unique physical, physiological and biochemical characteristics. These combine to make it among the best converters of solar energy, carbon dioxide, water and silica to plant biomass among commercialised plant species. One of the facets of this success is the ability to resist attack by potential animal pests. Most parts of the plant are resistant to physical attack by virtue of their strength and hardness and their chemical composition. The stems' fibre sheath is uniquely strong, but this physical characteristic is only half of the story in its ability to resist attack from pests. The other half lies in the multiplicity of secondary metabolites, including flavonoids, terpenoids and sterols that are similar to compounds that provide resistance to the feeding activities of arthropods and mammals in other plant species. Sadly, there is little scientific proof of this statement: It is a presumption supported by what we see in 'farmers' fields, in Australia and around the world. This does not mean industrial hemp has no insect pests but there seems to be no specific cadre of insects attached to this crop - anywhere. Note that hemp is still a 'new' crop' outside Europe and hemp fields are well dispersed across rural landscapes. All around the world we find small groups of insects that are 'general' pests of many farming systems crops. They seem to have the ability to nullify the natural resistance factors of many plant hosts. The Australian group focuses mainly on the seed heads (and sometimes the seedlings). cotton bollworm (Helicoverpa armigera) and native budworm (H. punctigera) are the most damaging. They find and colonise dispersed crops without difficulty. It is rare to visit a grain crop during the reproductive phase without finding Helicoverpa caterpillars as well as Rutherglen bug (Nysius vinitor) and green vegetable bug (Nezara viridula), which are similarly pandemic, but probably less damaging. Then there is a further group of species that is diverse, sporadic, potentially devastating and even more difficult to define in economic terms: leaf beetles (Monoleptis australis), mirids (Creontiades pallida), stem borer (cerambycid beetle), seed-collecting ants, wireworms and red-legged earth mite (Halotydeus destructor). Then there is another group of insects found on hemp plants that are 'probably just visiting' from weeds etc. They include cabbage white butterflies (Pieris rapae) and miscellaneous grass moths. Effective management interventions include organic, biological, and conventional options.
32	Morphological definition populations of Allium ursinum L. from the western part of the republic of Serbia	In Western Serbia, at an altitude of 80 to 1211 m, thirteen populations of wild garlic (Allium ursinum L.) were discovered at different localities in eight different soil types. Plant material was sampled from each of the thirteen localities by the method of random sampling. Morphological parameters were measured on the sampled plant material: length of aboveground and underground part of the plant, bulb thickness, weight, length, leaf width, length and thickness of the flower stalk, with the aim of assessing the locality that has the most productive morphological parameters. The populations of Allium ursinum growing on the mountains Povlen and Rudnik have the most productive morphological parameters. It can be said that wild garlic in these two localities is the most adequate plant material for harvesting fresh plant material, which will be used for other research in agronomy.
33	Nitrogen rates influence on radicchio yield and yield components	"Field experiments were laid out in two consecutive seasons between 2019 and 2020 on the laboratory field of Biotechnical centre in Naklo near Kranj, Slovenia (an altitude: 420 m; = 46 degrees 16' 18""; a = 14 degrees 18' 56""). It was conducted with the objective of finding the effect of nitrogen application levels (0 - control, 50, 100, 150 and 200 kg/ha) and 6 cultivars ('Monivip', 'Castel Franco', 'Anivip', 'Foresto', 'Palla rossa' and 'Verona') on yield and yield components of headed chicory. Trial was arranged in spilt plot factorial scheme (main plot - N levels; subplots - cultivars) on randomized complete block design base with four replications for all the seasons. The N fertilizers were applied as KAN (27% calcium amonium nitrate) in two split doses (at transplanting and 40 days after transplanting). The experimental variables measured were fresh weight (g/plant) and yield attributes (dry matter, crop height, leaf number and head firmness). There was no interaction effect of cultivar and nitrogen application levels of tested parameters. Highest fresh weight (360.2 g/crop) achived when the cultivars received 150 kg N/ha. In contrast, percentage of dry matter content and firmmness of radicchio heads decreased as increased soil N supply. Crops that received 150 kg N/ha recived heighst height (34.5 cm). N levels were not significantly effect on the leaf number of the mature heads."
34	Hypoglycin A in Acer genus plants	Hypoglycin A (HGA) is an amino acid occuring in the Sapindaceae family. Ingestion of certain Acer genus plants belonging to this family has been connected with atypical myopathy (AM) or seasonal pasture myopathy (SPM). To date, all cases of AM/SPM have been associated with sycamore (Acer pseudoplatanus) and boxelder maple (Acer negundo). The aim of this work was to determine and compare HGA in sycamore, boxelder and silver maple (Acer saccharinum), the trees known for HGA content, whose occurence is quite common in the Czech Republic. In sycamore and boxelder maple the effect of location, weather condition and sampling season was evaluated. The other aim was screening for presence of HGA in 12 other species of Acer genus which are grown as ornamental trees in Europe. The determination of HGA was conducted using ultra - high performance liquid chromatography - tandem mass spectrometry (LC/MS). HGA was detected in all samples of sycamore, boxelder and silver maple except for eight leave samples of boxelder maple. In the case of sycamore maple, the highest concentrations of HGA (median) were found in seedlings (770 mg/kg) followed by samaras (130 mg/kg) and by leaves (48 mg/kg) and inflorescences (24 mg/kg). In boxelder maple, significantly higher concentrations of HGA (median) were found in seedlings (550 mg/kg) compared with samaras (45 mg/kg), leaves (14 mg/kg) and inflorescences (24 mg/kg). According to the results the seedlings could pose a significant risk of poisoning, although other factors such as accessibility and palatability of other parts, especially samaras, should be considered. No significant differences of HGA concentrations in silver maple (56 mg/kg) were found between samaras, leaves and inflorescences. HGA was also identified in sugar maple (Acer saccharum), Japanese maple (Acer palmatum), trident maple (Acer buergerianum), paperbark maple (Acer griseum) and Himalayan maple (Acer oblongum). Although silver maple and other ornamental maples have not been reported to cause AM/SPM, the possibility of intoxication in animals can not be excluded.
35	Breeding assessment of leafiness for species, varieties and ecotypes of genus Festuca	Species of the genus Festuca are valuable forage plants in natural and sown grasslands, used for hay, grazing, anti-erosion and ornamental purposes. The proportion of leaves in the biomass is an important breeding criterion, with a direct influence on the forage quality. The aim is to evaluate the leafiness of species, varieties and ecotypes of fescue and and make a selection in view of the breeding. The object of the study are accessions of local and foreign origin from genus Festuca. In the autumn of 2015 in the experimental field of the Institute of Forage Crops - Pleven was established collection nursery (KP), with individual plants, including 3 species: tall, meadow and red fescue, including 4 varieties, 3 ecotypes and 1 breeding population, or a total of 8 accessions of fescue, by origin - 5 Bulgarian (BG) and 3 Romanian (RO); by level of ploidy - 6 hexaploid (6n), 1 tetraploid (4n) and 1 diploid (2n). During the period 2016 - 2019, annually at the first forage cut samples were taken for leafiness. The reporting is, based on dry mass, as a share of leaves of total biomass, %. Mean, minimum, maximum values, standard deviations and coefficients of variation by years and average for the period are calculated. The variation of the trait, expressed by CV, averaged a strong 21.72% over the period, with differences by year - strongest in 2016, CV=30.76%, and relatively weakest in 2019. CV=13.93% middle grade. Average values for leafiness vary among specimens, years and genetic constitution (ecotype, variety). The accessions are distributed according to the degree of leafiness, as follows: low foliage: up to 25% - there are no accessions; medium leafy: from 26% to 50% - 2 accession red fescue variety Capriora and local ecotype Atoluka, and strong leafy: over 50% - 6 accessions, in ascending order - red fescue local ecotype Ravnogor, meadow fescue Transilvan and Merifest T, tall fescue IRGR Sadovo, Adela and Albena. On average for the period, tall fescue variety Albena is the leafiest 59.54%.
36	Insight into a complex of phenolic compounds in plump fruits (Prunus domestica L.) in the conditions of Tambov oblast	The fruits of Prunus domestica L. are a valuable source of phenolic compounds, in particular hydroxycinnamic acids and their esters. Hybrid origin of Prunus domestica hexaploid species, the ample number of the varieties, and expanded geograph y of the cultivation preclude scientists from arriving at a definitive conclusion on the content levels and composition of phenolic compounds in plum fruits. The goal of our study is to determine and identify the phenolic composition of fruits of Prunus domestica L. grown in Tambov oblast of the Russian Federation. The research focused on eight fresh-eating and all-purpose varieties. Experimental plantations were established in 2014 in the 6 x 3-m setup. The plum-cherry hybrid (SVG) 11-19 was used as a rootstock. The phenolic components of plum fruits were determined by reverse phase high performance liquid chromatography (RP HPLC) using a Thermo Ultimate 3000 liquid chromatography system equipped with a DAD-3000 detector. A chromatography run of the plum fruit methanol extracts was performed through a mobile phase binary gradient represented by acetonitrile and aqueous potassium dihydrogen phosphate acidified with orthophosphoric acid to pH 2.5. The hydroxycinnamic acids in the plum fruits were determined to be as follows: 5.33-181.54 mg/100 g of 4-Caffeoylquinic acid, 1.69-31.73 mg/100 g of 5-Caffeoylquinic acid, 0.54-5.77 mg/100 g of 3-p-Coumaroylquinic acid, and 0.04-0.63 mg/100 g of 3-Caffeoylquinic acid. Quercitin-3-rutinoside at 0.77-9.17 mg/100 g was dominant among flavonols. Three anthocyanins, namely, cyanidin-3-glucoside, cyanidin-3-rutinoside, and peonidin-3-glucoside, were identified in the studied plum fruits. The structural composition of plum fruit anthocyanins was dominated by cyaniding-3-glucoside, accounting for 60 to 90% of the total anthocyanin content. The obtained data on the content of phenolic components in fruits of specified plum varieties (Prunus domestica L.) point toward the potential of the use of the specified plum varieties as a source of hydroxycinnamic acids, anthocyanins, and flavonols in the population diet.
37	Metabolomics and DNA-based authentication of two traditional Asian medicinal and aromatic species of Salvia subg. Perovskia	Subgenus Perovskia of the extended genus of Salvia comprises several Central Asian medicinal and aromatic species, of which S. yangii and S. abrotanoides are the most widespread. These plants are cultivated in Europe as robust ornamentals, and several cultivars are available. However, their medicinal potential remains underutilized because of limited information about their phytochemical and genetic diversity. Thus, we combined an ultra-high performance liquid chromatography quadrupole time of flight mass spectrometry (UHPLC-QTOF-MS) based metabolomics with DNA barcoding approach based on trnH-psbA and ITS2 barcodes to clarify the relationships between these two taxa. Metabolomic analysis demonstrated that aerial parts are more similar than roots and none of the major compounds stand out as distinct. Sugiol in S. yangii leaves and carnosic acid quinone in S. abrotanoides were mostly responsible for their chemical differentiation, whereas in roots the distinction was supported by the presence of five norditerpenoids in S. yangii and two flavonoids and one norditerpenoid in S. abrotanoides. To verify the metabolomics-based differentiation, we performed DNA authentication that revealed S. yangii and S. abrotanoides to be very closely related but separate species. We demonstrated that DNA barcoding coupled with parallel LC-MS profiling constitutes a powerful tool in identification of taxonomically close Salvia species.
38	Effect of rootstock selection on tree growth, yield, and fruit quality of lemon varieties cultivated in Greece	Lemon is a prominent citrus fruit that supports regional economies worldwide. Several agronomic and fruit quality attributes are affected by the rootstock selection, thus its selection is essential for a successful grove. This study aims to compare the agronomic and quality attributes of four lemon cultivars ('Mikrokarpo Messaras', 'Nouvel Athos', 'Femminello Commune,' and 'Zia gara Bianca') grafted onto three rootstocks ('Sour Orange', 'Yuma Ponderosa lemon', and 'Volkameriana'). The yield and rootstock/scion ratio were estimated along with fruit morphological characteristics (size, equatorial, and polar diameter). Internal fruit quality was also estimated (total soluble solids, total acidity, juiciness, ascorbic acid, total phenols, and total antioxidant activity). 'Volkameriana' rootstock stood out among the studied rootstocks, as all grafted lemon varieties increased their productivity. Its combination with the Italian cultivar 'Femminello Commune' exhibited enhanced tree vigor and tree yield. For all studied cultivars, the use of 'Volkameriana' or 'Yuma Ponderosa lemon' rootstocks decreased the total soluble content and total acidity, increased the ascorbic acid content, and did not influence the TSS/TA ratio, total phenols or total antioxidant activity. In conclusion, the vigorous 'Volkameriana' and 'Yuma Ponderosa lemon' rootstocks are a promising replacement for 'sour orange'. This research provides valuable insights into the potential use of 'Yuma Ponderosa lemon' as a rootstock for lemons, as existing literature is rather limited.
39	The state of apple	The RHS fruit naming service addresses the global fascination with apples beyond horticulture, catering to a rising demand for identification. Receiving 1000 to 1200 cultivars annually, the RHS covers the entire UK, aiming for comprehensive coverage, notably in the South East, South West, and North of England. Samples, sourced from diverse locations, inform planting trends and historical insights. Identification involves a mix of experience, books, online tools, and comparisons. DNA testing is a last resort. The top 10 cultivars in 2022, including Bramley's Seedling, reveal popular varieties and their characteristics. The service adapts to modern interests, receiving cultivars like Falstaff, reflecting a continual quest to preserve apple diversity.
40	Seed weight and optimal imbibition period for some herbaceous peony (Paeonia spp.) species native to Serbia	Herbaceous peonies are plant species with high ornamental and medicinal value. Due to their endangerment, wild peonies are protected by law in Serbia. Possible ways to protect them are propagation and/or cultivation. Peonies can be propagated vegetatively (by rhizome division) or generatively (with seeds). As peony seeds have a double dormancy and their germination is a long-term process, it is important to determine which seed characteristics and pre-treatments have a positive effect on germination. Since peony seed weight is an important seed characteristic, and imbibition period is an effective pre-treatment, the aim of this study was to evaluate the peony species native to Serbia, and to determine seed mass, seed imbibition capacity, the influence of seed weight on imbibition and the influence of habitat on the studied parameters, as the mentioned parameters have hardly been studied for the tested species. The research was conducted in 2021. on three peony species native to Serbia (Paeonia tenuifolia L.-fern leaf peony or steppe peony; Paeonia peregrina Mill.-Balkan peony or Kosovo peony and Paeonia daurica Andrews). According to our one-year research, there was no statistically significant difference in seed weight depending on the natural habitat within the species and also not between P. peregrina and P. daurica. A significant difference was found in seed weight between steppe peonies and the other two studied species. In agreement with our results, the optimal imbibition time is two to three days for P. peregrina and one to two days for P. tenuifolia and P. daurica. The findings can be used as preliminary research for future peony germination studies.
41	Effects of cultivar and plant origin on the aeroponic production of potato minitubers	Aeroponics is eco-friendly, soilless technology for the cultivation of vegetable plants that can be used for the production of pathogen-free pre-basic seed potato, namely minitubers. In aeroponic modules, the underground parts of potato plants grow suspended in the mist of finely dispersed nutrient solution to produce tubers, while the shoots grow above the module under greenhouse conditions. This study aimed to evaluate the effects of the cultivar and origin of planting material on the minituber production in an aeroponic facility in Guca, Serbia. Two potato cultivars, Sinora and Agria, and two types of planting material, acclimated microplants and plants originating from sprouted minitubers, were used in the study. Plants were grown in the 2019 season with a planting density of 24 plants per m2 and ~14-day harvest intervals. Agria plants of both plant origins steadily tuberized during most of the cultivation period and formed a significantly larger number of minitubers (13.61) compared to cultivar Sinora (3.35), which quickly completed the growth cycle. In both investigated cultivars, the mass of formed minitubers was significantly higher in the plants originating from minitubers (18.80 g) compared to plants of in vitro origin (9.04 g). Agria plants of minituber origin produced the heaviest minitubers (19.05 g), while Sinora plants of in vitro origin formed the least heavy tubers (5.29 g). The highest yield of minitubers, 6.26 kg m-2, was recorded for Agria plants of minituber origin. The results of our study suggest that both plant origin and potato genotype significantly affect minituber production in aeroponics.
42	Experimental investigation of the responses of meadow buttercup (Ranunculus acris L.) to sodic salinity and its implications for habitat monitoring	Ranunculus acris L. is a native species widely distributed throughout Europe and is invasive in nonnative areas, causing substantial economic losses in pasture productivity. The present study examined the effects of sodic salinity on the growth and functioning of this species. Salinity stresses the germination process and seedling growth, indicating that the studied species experience serious limitations at 60-90 mmol dm<sup>-3</sup> NaCl and cannot establish in habitats where salinity is equal to or greater than 150 mmol dm<sup>-3</sup> NaCl. R. acris is tuned to subsaline habitats characteristic of temperate meadows, as its growth and functioning were the best when the plants were treated with 30 mmol dm<sup>-3</sup> NaCl. Increasing salinity (60 and 90 mmol dm<sup>-3</sup> NaCl) hampered growth, leaf morphology and photosynthesis but not mineral nutrition, as Na accumulation seemed to be the most outlined effect of NaCl application. Changes in leaf morphological characteristics coordinated well with Na content in those organs, which indicates that leaf appearance can be easily catchable sign of progressing salinity. Ultimately, progressing salinity reduces the competitiveness of the studied species, shifting its strategy to ruderal behavior, but under subsaline conditions, the strategy of this species seems to be most balanced.
43	Sexual reproduction in two mixed stands of coastal and interior Douglas-fir (Pseudotsuga menziesii (Mirb.) Franco) in Germany	Adult individuals and seeds of two mixed stands of coastal and interior Douglas-fir (Pseudotsuga menziesii (Mirb.) Franco) were analysed for genetic differentiation between the two varieties and evidence of intervarietal pollination. Clear genetic discrimination between the two varieties was observed based on multilocus evaluation of nine microsatellite markers using other Douglas-fir stands of known variety composition for comparison. Analysis of pollination distances showed that 80% of pollinations took place within a distance of about 44-55 m. Analysis of stand structure showed clearly separated areas of mainly coastal or interior Douglas-fir within both stands. Together with short pollination distances this led to an apparent dominance of intravarietal pollinations. However, analysis of pollination partners of trees growing near the border of the variety specific areas, does not indicate the existence of reproductive barriers between trees of the two varieties growing in mixed stands. Therefore, commercial seed harvesting in mixed stands should be avoided if the production of seed lots of pure coastal or interior Douglas-fir is intended.
44	Infestation of pine (Pinus sylvestris L.) seedlings with the pinewood nematode Bursaphelenchus xylophilus Steiner and Buhrer (Nickle) through wood sawdust	Key message: There are various pathways for infesting pine trees with the pinewood nematode (PWN), Bursaphelenchus xylophilus. As a result of the experiment, we determined that sawdust infested with the nematode can pose a phytosanitary risk. Nematodes actively moved from infested sawdust into root or stem damaged pine seedlings. Context: The spread of PWN, Bursaphelenchus xylophilus in pine plantations and forests is caused by beetles of the genus Monochamus, but the nematode can also be introduced via different coniferous commodities. Aims: The study objective was to assess the possibility that injured roots and stems of Pinus sylvestris seedlings could be infested with PWN through nematode-infested sawdust.
45	Seed treatment potential for the improvement of lucerne seed performance and early field growth	Seed treatments have a potential to improve seed performance traits and consequently optimize crop establishment. However, there is a lack of systematic research for these techniques in lucerne, especially under field conditions. The goal of this study was to investigate the potential of various seed treatments on the improvement of lucerne germination and emergence under lab conditions and early seedling growth in the field. Compared treatments were heat treatment; seed priming with water, potassium permanganate, chitosan, vermitea, or bokashi juice; and seed coating with cinnamon, gypsum, wood ash, tannin quebracho, and cocoa powder. Among the seed priming methods, potassium permanganate and chitosan provided the best results in the improvement of seedling length or emergence dynamics, whilst coating with bentonite and gypsum could be recommended for having a positive impact on root development. Cinnamon powder significantly improved the emergence dynamics, seedling, and shoot length. The combination of priming and coating methods seems to be the most effective when assessed under the field conditions, where some positive response in root traits can be evaluated.
46	Effect of sweet pepper (Capsicum annuum L.) seedling age and cultivation method on seedling quality, photosynthetic parameters and productivity	The age of seedlings affects not only the quality of the seedlings but also the yield. The age of seedlings of sweet peppers grown in a greenhouse and their cultivation method has been little studied. Therefore, the aim of this research was to determine the effect of agrotechnological tools (direct seeding or transplanting) on sweet pepper (Capsicum annuum L.) seedling quality and crop yield. The research was carried out in a greenhouse covered with double polymeric film at the Institute of Horticulture, Lithuanian Research Centre for Agriculture and Forestry. Two factors were investigated: seedling establishment method (direct seeding and transplanting) and their different age (60, 50, and 40 days). The 60-day-old seedlings (both sown directly and grown by transplanting) were taller, and had more leaves, a larger leaf area, and a thicker stem, than the 50- and 40-day-old seedlings. The highest content of dry matter was found in the leaves of 60-day-old seedlings that were grown by transplanting. The chlorophyll index was also highest in the leaves of these seedlings. The highest photosynthetic parameters (photosynthetic rate, stomatal conductance, intercellular CO<sub>2</sub>, transpiration rate) were found in the leaves of 40-day-old seedlings (both sown directly and grown by transplanting). Higher yields were demonstrated in sweet peppers whose seedlings were planted in the greenhouse at the age of 60 days and which were sown directly in cups.
47	The content of Cd and Pb in herbs and single-component spices used in Polish cuisine	Spices and herbs play an important role in the human diet, mostly due to the presence of essential oils and high antioxidant activity. Therefore, the toxicity of metals raises concerns about the safety of consumption of spices and herbs. This paper examines the content of Cd and Pb in fresh and dried herbs and single-component spices that are the most popular in Polish cuisine: 100 samples of nine kinds of dried herbs, 184 samples of 15 kinds of fresh herbs and 148 samples of 14 kinds of loose single-component spices. The level of Cd and Pb was determined using the GF AAS method. The safety of herbs and spices for consumption was estimated based on the percentage intake of Cd and Pb compared with the tolerable intake (% TWI, % BMDL), chronic daily intake (CDI), target hazard quotient (THQ), hazard index (HI) and comparisons of the results of chemical analyses with the maximum admissible levels of Cd and Pb in Poland and in the European Union. Calculated per fresh weight of the product, dried herbs on average contained 0.134 +or- 0.168 mg of Cd and 0.548 +or- 0.161 mg of Pb per kg<sup>-1</sup>, fresh herbs on average contained 0.004 +or- 0.007 mg of Cd and 0.039 +or- 0.033 mg of Pb per kg<sup>-1</sup>, and the mean content of Cd in spices was 0.017 +or- 0.019 mg per kg<sup>-1</sup> and 0.064 +or- 0.050 mg of Pb. The % TWI, % BMDL, CDI, THQ and HI (Cd + Pb) for all the analysed products were lower than 1. The results do not imply a risk due to the supply of Cd and Pb with the diet to the human body, primarily due to the small intake of these products. However, it should be highlighted that the content of Cd in dried coriander and estragon and that of Pb in watercress, jiaogulan, celery, basil and dill exceeded the acceptable limit. Thus, their consumption for people from particularly sensitive groups such as babies, pregnant and breastfeeding women and people should be carefully limited.
48	Phenotyping grapevine cultivars for resistance to Eutypa dieback. (Special issue on grapevine trunk diseases.)	Eutypa dieback of grapevine is a trunk disease that affects vineyard productivity. Wood symptoms of this disease develop consistently in greenhouse-grown plants, after inoculation of woody stems with the causal fungus Eutypa lata. Wood symptoms are a common measure of host cultivar resistance and E. lata isolate virulence. Leaf symptoms of the disease also develop in the greenhouse, although reports of low correlations between severity of wood and leaf symptoms (for some cultivars and isolates) indicate that a definitive procedure is required for evaluating cultivar resistance. Three 'phenotyping assays', replicated with two E. lata isolates (BX1-10 and M14), were assessed for quantifying resistance of a set of Vitis vinifera cultivars ('Black Corinth', 'Carignane', 'Husseine', 'Merlot', 'Muscat Hamburg', 'Palomino', 'Peloursin', 'Primitivo', and 'Thompson Seedless'). The methods were: Assay 1 (leaf and woody-stem symptoms measured 1 year post-inoculation on plants propagated from rooted, dormant cuttings); Assay 2 (green stem symptoms measured 4 months post-inoculation on plants propagated from rooted, green cuttings); and Assay 3 (leaf symptoms measured 6 weeks post-inoculation on plants propagated from rooted, dormant cuttings). High rates of mortality among some cultivars ('Merlot') in Assay 3 confounded results based on leaf symptoms. Results from Assays 1 and 2 were more consistent with each other, especially for the most resistant cultivars ['Merlot' and 'Primitivo' (aka 'Zinfandel')]', than they were for these cultivars in Assay 3. Compared to resistant cultivars, there was more variation in the most susceptible cultivar, including 'Black Corinth', 'Carignane', 'Husseine', and 'Thompson Seedless', regardless of the assay. Assay 1 with isolate BX1-10 was the most repeatable and provided data on wood and leaf symptoms for cultivar comparisons. Assay 2 was the most rapid, and gave results similar to those from Assay 1. Assay 2 also accommodated germplasm that can only be propagated from green cuttings.
49	Impact of quince clonal rootstocks on yield and fruit quality characteristics of European pear (Pyrus communis L.) cultivars	The study was conducted during two sequential research years of 2020 and 2021 at the fruit research station of Ondokuz Mayis University, Turkiye. The aim of the research was to assess the effect of quince clonal rootstocks (Province Quince BA29 [BA29], Quince A [QA], and Quince MC [MC]) on yield and fruit quality of pear cultivars ('Deveci', 'Williams', 'Santa Maria' and 'Abate Fetel'). Fruit weight, width, length, fruit stalk length and thickness, fruit color traits (L*, a*, b*, chroma, hue degrees ), fruit firmness, total soluble solids, acidity, pH, marketable fruit rate, black spotted fruit rate, and preharvest fruit drop rate were evaluated as quality properties. In the case of yield attributes, number of fruit per tree, yield per tree, yield per hectare, yield per trunk cross sectional area, and yield per canopy volume were taken into consideration. Results of the research revealed that all aforementioned evaluated characteristics were statistically significantly affected under three factors combination at the 5 level of significance (P < 0.05) when Duncan's multiple range test was applied to the data. In brief, it was revealed that treatment combinations affected yield and quality characteristics. In general, in terms of yield per tree and yield per hectare, it was observed that the 'Santa Maria' cultivar gave better results in all rootstocks.
